Serial Number,Published At,Comment
8917,2024-11-15T00:02:01Z,poos on the streets pollution in the air and rapists are running everywhere. superpower India as per Modi
8918,2024-11-15T00:01:52Z,the amount of racism guess we will never learn
8919,2024-11-14T23:58:57Z,"Far to many people in the world and the Indian population is growing, so this is going to get worse, time they used birth control and got educated, destroying the air the world breathes."
8920,2024-11-14T23:58:26Z,India does not have any manufacturing industries like China. so where is this pollution from..?
8921,2024-11-14T23:53:12Z,Shock horror. I remember taking off in Mumbai and behind the runway was a pile of rubbish 40m tall
8922,2024-11-14T23:50:17Z,No surprise here
8923,2024-11-14T23:49:28Z,"Do something to your capital,  Indians"
8924,2024-11-14T23:40:45Z,"With a PM like man like Mohdi, why is this not surprising?"
8925,2024-11-14T23:37:52Z,Probably one of the worse cities for noise pollution too... beep beep beep non-stop
8926,2024-11-14T23:35:53Z,Yes we are number 1 !!! Congratulations my brothers and sisters
8927,2024-11-14T23:34:48Z,Now INDIA will say muslim T…. Have done this
8928,2024-11-14T23:34:06Z,Move to  is the answer
8929,2024-11-14T23:31:25Z,"But according to the bbc we are the most polluted , crazy how we have to pay for everyone else."
8930,2024-11-14T23:28:59Z,I would love to visit India someday. It&#39;s a beautiful country. Hopefully they can sort out that pollution problem.
8931,2024-11-14T23:28:43Z,"Hello, I was wondering, if I can share with you the most important thing ever.  God the Father sent His holy Son Jesus to earth, to be born of a virgin.  He grew up and died on the cross for our sins.  Then He was put into a tomb for 3 days, after that Abba Father raised Jesus to life.He appeared to people, and went back to heaven.  We all must sincerely receive Jesus into our life to be God&#39;s child. John 1:12 says: &quot;But as many as received him, to them gave he power to become the sons of God, even to them that believe on his name&quot; Will you today genuinely by faith receive Jesus into your life for salvation?"
8932,2024-11-14T23:19:53Z,And why? They burn fossil fuels. Why Trump can’t put 2 and 2 together wanting to get America back to oil is just idiotic.
8933,2024-11-14T23:19:39Z,You should really see what they&#39;ve done to their &quot;sacred&quot; ganges river
8934,2024-11-14T23:19:22Z,Congrats India BIG DAY
8935,2024-11-14T23:18:36Z,No wonder so many illegal Indians in North America.
8936,2024-11-14T23:18:04Z,This why all Indians are disgusting
8937,2024-11-14T23:17:38Z,Permanent IQ loss in children.
8938,2024-11-14T23:15:36Z,there used to be only in Ohio now it’s only in India
8939,2024-11-14T23:12:50Z,Becomes? Wow are you decades late on this news.
8940,2024-11-14T23:07:16Z,And then Delhi folks relocate to  Goa! someday Goa will be as bad as Delhi!
8941,2024-11-14T23:06:33Z,It&#39;s okay. Modi has air conditioned rooms
8942,2024-11-14T23:05:45Z,It&#39;s ok. India has democracy
8943,2024-11-14T23:05:33Z,Separated By Borders United By Smoke Unfortunately.
8944,2024-11-14T23:00:40Z,"Lmao! Y&#39;all sure have been developing for a while one of the oldest countries in the world still can&#39;t quite get it right.. have fun wiping your ass with your hand and eating it, freaking weirdos"
8945,2024-11-14T23:00:17Z,India gives zero fucks about anything! They burn EVERYTHING! You just do whatever the hell you like there it seems! Throw anything and everything into the closest river! And industries have zero regulations or monitoring so they pollute the hell out of everything also! The place is just a giant tip!
8946,2024-11-14T23:00:03Z,"These two countries are always competing; I believe Indians will be pleased because they know they are beating Pakistan in yet another arena, while Pakistanis will be disappointed that India is ahead of them."
8947,2024-11-14T22:57:54Z,Must be the BBC lieing again right guys ?  Going green is just a toxic trait of the west to them and they have been brainwashed to think they shouldn&#39;t listen.
8948,2024-11-14T22:56:44Z,"India can&#39;t fix anything,  a lot of corruption, lot of bureaucracy is there, everything got stuck between these"
8949,2024-11-14T22:53:47Z,BBC doing its propoganda job very well
8950,2024-11-14T22:52:45Z,India number one
8951,2024-11-14T22:51:33Z,Yeh Delhi meri (*coughs* profusely ) Jaan!
8952,2024-11-14T22:51:28Z,Ain&#39;t gonna be an Olympics location any soon.
8953,2024-11-14T22:51:16Z,Biggest prisoner in earth
8954,2024-11-14T22:50:59Z,Also the worst
8955,2024-11-14T22:49:04Z,Too many designated sh*tting streets
8956,2024-11-14T22:46:17Z,And you want us to believe our small island can make a difference what a joke. Blame the real culprits China and Indian.
8957,2024-11-14T22:42:56Z,"There comes a point where managing good economics has to make way for public health. This is an insane point to achieve, for forgoing economic progress is in itself really dangerous for public health. Not saying they have a good or great economic system right now, but it would collapse if they would try to fix this. But it might still be worth it."
8958,2024-11-14T22:42:18Z,"Solution is Chinese EV cars. Superior, cleaning, affordable. Best in the world."
8959,2024-11-14T22:41:56Z,so what is causing the pollution? is it the way the city is situated? that keeps air stagnant?
8960,2024-11-14T22:40:50Z,Do something about it!
8961,2024-11-14T22:38:31Z,congratulations India!
8962,2024-11-14T22:38:26Z,"Damn, glad they still have such clean rivers, streets, trains, parks and neighbourhoods."
8963,2024-11-14T22:35:19Z,It’s a Shithole not surprised.
8964,2024-11-14T22:34:37Z,"This is from GOD, pollution is real, it&#39;s because of how you live, too big population, too many cars, too much rubbish, splitting everywhere.Smoking, cooking food outside, heat, it all adds up. India should be put on a curfew, and families should not be allowed to have 109s of children, no child deserves such a disgusting country, im Indian, born in the UK, the country and its waters are disgusting. India has no pride anymore, shame on you for bringing the Indian history DOWN, India have so many brains, think about it you lot run around like animals, no respect for women, Ur faces are black, like coal miners, U all run around like animals, I would never bring my women to India.JESUS, by the way watch when I come again, 3rd time, U dare disrespect the country when I am revealed.Maybe UK should conquer again, remember the English, have some pride in your appereance, half of you look like animals with your behaviour and disrespect for women and yourself. Look at how U cram into trains, do U not think as a population what are we doing, Ur meant to be smart people but collectively are like rats."
8965,2024-11-14T22:31:26Z,"They just chose to go to the bad areas of Delhi, this isn&#39;t representative of India at all."
8966,2024-11-14T22:31:01Z,Death toll? Delhi population is 33 million there’s probably hundreds of deaths.
8967,2024-11-14T22:27:08Z,time to live big cities only problem is over reliance on money for survival
8968,2024-11-14T22:27:03Z,you mean Ayatollah BBC as the most polluted mind ?
8969,2024-11-14T22:26:44Z,In this comment section you will find the English right wing loving BBC because they are taking bad about another country. Now you can pay your TV license Ukipers!
8970,2024-11-14T22:26:06Z,"The government needs to find ways to cut pollution. While they are doing that,  they could use giant air purifiers strategically placed at different heights throughout their cities. It might take a while for the air to clear, but it could help a lot. All they would have to do is replace filters as needed and have a cleaning schedule. It would create more jobs, manufacturing them, planning the locations, and the continuous upkeep. They could use independent energy, where it recharges its battery as it runs. It might seem too  simple, but sometimes, simple works."
8971,2024-11-14T22:25:41Z,Look at that iconic honking. Noise pollution as well.
8972,2024-11-14T22:25:35Z,gov should build huge air purifiers in 10 locations in that city
8973,2024-11-14T22:25:24Z,Visited India this time last year - most depressing place I’ve ever been
8974,2024-11-14T22:25:12Z,With the heat also getting more intense every year total collapse certainly can&#39;t be far away.
8975,2024-11-14T22:24:30Z,This should be a crime against your nation
8976,2024-11-14T22:24:04Z,"It can get this bad in certain parts of the US during wildfire season, and it is absolutely miserable."
8977,2024-11-14T22:23:17Z,...and what is AAP doing about it?
8978,2024-11-14T22:22:57Z,Finally india becoming no.1
8979,2024-11-14T22:19:36Z,And we have to use paper straws and drive electric cars
8980,2024-11-14T22:19:27Z,Bet somehow they’ll blame Pakistan for it
8981,2024-11-14T22:18:51Z,"Chinese cities were once polluted like Delhi but they have been cleansed now. So one day, India can cleanse its cities too."
8982,2024-11-14T22:18:28Z,Imagine if India used all the money they spent on a rocket to the moon on pollution or poverty. At least the got a ship onto a giant rock in the sky. Way to go guys!
8983,2024-11-14T22:09:50Z,Why don&#39;t we charge the people in the UK per mile and start taxing electric cars and bring in congestion charges......that will fix everything right?
8984,2024-11-14T22:09:48Z,Well why no one raised the matter of stubble burning in Haryana and Punjab? It contributes about 50% of Delhi&#39;s pollution.
8985,2024-11-14T22:08:44Z,Imagine the smell
8986,2024-11-14T22:04:37Z,You pay for water and now you’ll pay for air.   Just walk around in a HAZMAT suit with oxygen tanks.
8987,2024-11-14T22:03:10Z,Don’t worry the pollution will be sucked up and out into outer space.  They don’t teach this in school.
8988,2024-11-14T22:00:04Z,India the worlds biggest hypocrisy
8989,2024-11-14T21:59:45Z,Remember: Indians are convinced other nationalities are jealous of them. Let that sink in.
8990,2024-11-14T21:59:02Z,"shithole country , that do you expect !!"
8991,2024-11-14T21:56:49Z,Congratulation Delhi. Jai Bharat. We are finally number one!
8992,2024-11-14T21:54:26Z,Wow that’s absolutely filthy. Amazing job
8993,2024-11-14T21:50:53Z,Congratulations Kejriwal
8994,2024-11-14T21:49:03Z,thats funny.. all of  india and  china  cities are hellholes on  earth
8995,2024-11-14T21:46:14Z,But yet they’re spending billions of dollars on their space program. Please make it make sense.
8996,2024-11-14T21:46:07Z,"Don&#39;t panic India. We&#39;ll send you Khan, the unwanted mayor of London. He wants out of Britain and Brits would gladly send him free of charge."
8997,2024-11-14T21:44:59Z,"Im just curious how do they live like that and can they get rid of that?, air smog pollution  that&#39;s all caused by cars and factoriesband other things???? and does it effect the rest of the world being that bad in India  And other countries who have terrible Air pollution problems. LA had smog,  i remember when Air quality was bad back in the dayz, u can see it in movies but it&#39;s cleaned up i think."
8998,2024-11-14T21:44:18Z,Modi promised to build 400 million toilets for indians to use in the next 10 years.Water and pipes will be available around 2050 give or take
